;timestamp;buyer;seller;symbol;currency;price;quantity
95;5300;;;RAINFOREST_RESIN;SEASHELLS;9992.0;7
96;5300;;;SQUID_INK;SEASHELLS;1836.0;7
97;5700;;;KELP;SEASHELLS;2039.0;2
98;5700;;;SQUID_INK;SEASHELLS;1838.0;2
99;5800;;;RAINFOREST_RESIN;SEASHELLS;9992.0;6
100;5900;;;VOLCANIC_ROCK;SEASHELLS;10157.0;5
101;6000;;;RAINFOREST_RESIN;SEASHELLS;9992.0;4
102;6100;;;CROISSANTS;SEASHELLS;4239.0;7
104;6300;;;KELP;SEASHELLS;2039.0;2
105;6300;;;KELP;SEASHELLS;2038.0;1
106;6300;;;KELP;SEASHELLS;2039.0;8
107;6300;;;RAINFOREST_RESIN;SEASHELLS;10008.0;4
108;6300;;;SQUID_INK;SEASHELLS;1836.0;10
109;6300;;;SQUID_INK;SEASHELLS;1836.0;1
110;6400;;;KELP;SEASHELLS;2039.0;1
111;6400;;;SQUID_INK;SEASHELLS;1837.0;1
112;6600;;;CROISSANTS;SEASHELLS;4239.0;8
113;6700;;;DJEMBES;SEASHELLS;13298.0;4
114;6700;;;RAINFOREST_RESIN;SEASHELLS;9998.0;3
115;6900;;;CROISSANTS;SEASHELLS;4239.0;7
116;6900;;;RAINFOREST_RESIN;SEASHELLS;10008.0;1
117;7200;;;CROISSANTS;SEASHELLS;4238.0;4
118;7300;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
119;7500;;;KELP;SEASHELLS;2039.0;5
120;7500;;;VOLCANIC_ROCK;SEASHELLS;10163.0;6
121;7700;;;KELP;SEASHELLS;2040.0;1
122;7700;;;SQUID_INK;SEASHELLS;1842.0;1
123;7800;;;DJEMBES;SEASHELLS;13290.0;4
124;7800;;;RAINFOREST_RESIN;SEASHELLS;10002.0;5
125;8000;;;KELP;SEASHELLS;2040.0;1
126;8000;;;KELP;SEASHELLS;2041.0;2
127;8000;;;SQUID_INK;SEASHELLS;1841.0;1
128;8000;;;SQUID_INK;SEASHELLS;1842.0;2
129;8100;;;KELP;SEASHELLS;2038.0;1
130;8100;;;SQUID_INK;SEASHELLS;1838.0;1
131;8200;;;RAINFOREST_RESIN;SEASHELLS;10008.0;2
132;8600;;;DJEMBES;SEASHELLS;13295.0;2
133;8700;;;RAINFOREST_RESIN;SEASHELLS;9992.0;2
134;8800;;;JAMS;SEASHELLS;6512.0;4
135;8800;;;RAINFOREST_RESIN;SEASHELLS;9997.0;4
136;8800;;;RAINFOREST_RESIN;SEASHELLS;9992.0;1
137;9100;;;CROISSANTS;SEASHELLS;4239.0;5
138;9100;;;KELP;SEASHELLS;2038.0;1
139;9100;;;RAINFOREST_RESIN;SEASHELLS;10002.0;1
140;9100;;;SQUID_INK;SEASHELLS;1840.0;1
141;9400;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;178.0;19
142;9400;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;178.0;1
143;9400;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;35.0;19
144;9400;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;35.0;1
145;9400;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3.0;19
146;9400;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3.0;1
147;9400;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;663.0;19
148;9400;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;663.0;1
149;9400;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;414.0;19
150;9400;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;414.0;1
151;9500;;;CROISSANTS;SEASHELLS;4239.0;6
152;9600;;;KELP;SEASHELLS;2037.0;1
153;9600;;;KELP;SEASHELLS;2038.0;3
154;9600;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
155;9600;;;SQUID_INK;SEASHELLS;1841.0;1
156;9600;;;SQUID_INK;SEASHELLS;1842.0;3
157;9700;;;KELP;SEASHELLS;2037.0;1
158;9800;;;RAINFOREST_RESIN;SEASHELLS;9998.0;3
159;9900;;;DJEMBES;SEASHELLS;13295.0;1
160;10000;;;CROISSANTS;SEASHELLS;4239.0;5
161;10000;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;180.0;11
162;10000;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;35.0;11
163;10000;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3.0;11
164;10000;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;662.0;11
165;10000;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;413.0;11
166;10200;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;181.0;14
167;10200;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;35.0;14
168;10200;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;3.0;14
169;10200;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;662.0;14
170;10200;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;414.0;14
171;10300;;;RAINFOREST_RESIN;SEASHELLS;9992.0;2
172;10800;;;KELP;SEASHELLS;2039.0;1
173;10800;;;RAINFOREST_RESIN;SEASHELLS;10008.0;8
174;10800;;;SQUID_INK;SEASHELLS;1847.0;1
175;10800;;;SQUID_INK;SEASHELLS;1847.0;11
176;10900;;;KELP;SEASHELLS;2037.0;2
177;11300;;;RAINFOREST_RESIN;SEASHELLS;10008.0;1
178;11400;;;KELP;SEASHELLS;2038.0;1
179;11400;;;KELP;SEASHELLS;2037.0;2
180;11400;;;SQUID_INK;SEASHELLS;1847.0;1
181;11400;;;SQUID_INK;SEASHELLS;1846.0;2
182;11500;;;CROISSANTS;SEASHELLS;4238.0;8
183;11500;;;VOLCANIC_ROCK;SEASHELLS;10164.0;8
184;11600;;;JAMS;SEASHELLS;6515.0;8
185;11800;;;KELP;SEASHELLS;2036.0;1
186;11800;;;SQUID_INK;SEASHELLS;1846.0;1
187;11800;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;175.0;10
188;11800;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;34.0;10
189;11800;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;659.0;10
190;11800;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;410.0;10
191;11900;;;CROISSANTS;SEASHELLS;4238.0;8
192;12000;;;JAMS;SEASHELLS;6514.0;7
193;12000;;;KELP;SEASHELLS;2037.0;1
194;12000;;;SQUID_INK;SEASHELLS;1847.0;1
195;12100;;;CROISSANTS;SEASHELLS;4238.0;8
196;12100;;;DJEMBES;SEASHELLS;13301.0;1
197;12200;;;KELP;SEASHELLS;2040.0;2
198;12200;;;PICNIC_BASKET1;SEASHELLS;58356.0;8
199;12200;;;PICNIC_BASKET2;SEASHELLS;30084.0;8
200;12200;;;SQUID_INK;SEASHELLS;1849.0;2
201;12300;;;KELP;SEASHELLS;2039.0;1
202;12300;;;SQUID_INK;SEASHELLS;1848.0;1
203;12400;;;KELP;SEASHELLS;2039.0;1
204;12400;;;SQUID_INK;SEASHELLS;1849.0;1
205;12500;;;KELP;SEASHELLS;2039.0;3
206;12600;;;PICNIC_BASKET1;SEASHELLS;58348.0;1
207;12700;;;KELP;SEASHELLS;2037.0;1
208;12800;;;KELP;SEASHELLS;2039.0;2
209;12800;;;SQUID_INK;SEASHELLS;1848.0;2
210;12800;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;138.0;11
211;12800;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;22.0;11
212;12800;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;11
213;12800;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;613.0;11
214;12800;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;364.0;11
215;12900;;;PICNIC_BASKET1;SEASHELLS;58343.0;2
216;12900;;;PICNIC_BASKET2;SEASHELLS;30075.0;2
217;12900;;;VOLCANIC_ROCK;SEASHELLS;10114.0;10
218;13000;;;DJEMBES;SEASHELLS;13301.0;5
219;13200;;;RAINFOREST_RESIN;SEASHELLS;9998.0;1
220;13300;;;KELP;SEASHELLS;2038.0;1
221;13300;;;SQUID_INK;SEASHELLS;1852.0;1
222;13300;;;VOLCANIC_ROCK;SEASHELLS;10114.0;3
223;13400;;;KELP;SEASHELLS;2038.0;1
224;13400;;;SQUID_INK;SEASHELLS;1853.0;1
226;13700;;;KELP;SEASHELLS;2040.0;1
227;13700;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;147.0;11
228;13700;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;621.0;11
229;13700;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;373.0;11
230;13800;;;DJEMBES;SEASHELLS;13300.0;10
231;13800;;;RAINFOREST_RESIN;SEASHELLS;10002.0;5
232;14200;;;DJEMBES;SEASHELLS;13302.0;2
233;14200;;;RAINFOREST_RESIN;SEASHELLS;10003.0;6
234;14300;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;153.0;16
235;14300;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;153.0;1
236;14300;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;26.0;16
237;14300;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;26.0;1
238;14300;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;16
239;14300;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;1
240;14300;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;629.0;16
241;14300;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;629.0;1
242;14300;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;382.0;16
243;14300;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;382.0;1
244;14400;;;DJEMBES;SEASHELLS;13301.0;2
245;14500;;;JAMS;SEASHELLS;6515.0;3
246;14600;;;VOLCANIC_ROCK;SEASHELLS;10127.0;6
247;14600;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;151.0;12
248;14600;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;25.0;12
249;14600;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;12
250;14600;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;627.0;12
251;14600;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;379.0;12
252;14700;;;CROISSANTS;SEASHELLS;4238.0;5
253;14700;;;KELP;SEASHELLS;2039.0;2
254;14700;;;SQUID_INK;SEASHELLS;1853.0;2
255;14900;;;CROISSANTS;SEASHELLS;4238.0;5
256;15000;;;KELP;SEASHELLS;2039.0;1
258;15000;;;PICNIC_BASKET1;SEASHELLS;58335.0;1
259;15000;;;PICNIC_BASKET1;SEASHELLS;58335.0;4
260;15000;;;PICNIC_BASKET2;SEASHELLS;30076.0;1
261;15000;;;PICNIC_BASKET2;SEASHELLS;30076.0;4
262;15000;;;SQUID_INK;SEASHELLS;1852.0;1
263;15200;;;SQUID_INK;SEASHELLS;1853.0;2
264;15300;;;PICNIC_BASKET1;SEASHELLS;58325.0;2
265;15300;;;PICNIC_BASKET1;SEASHELLS;58325.0;4
266;15300;;;SQUID_INK;SEASHELLS;1852.0;1
267;15500;;;KELP;SEASHELLS;2039.0;10
268;15500;;;SQUID_INK;SEASHELLS;1849.0;10
270;15600;;;PICNIC_BASKET1;SEASHELLS;58324.0;1
271;15700;;;CROISSANTS;SEASHELLS;4236.0;9
272;15800;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
273;15800;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;155.0;6
274;15800;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;26.0;6
275;15800;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;6
276;15800;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;632.0;6
277;15800;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;384.0;6
278;15900;;;KELP;SEASHELLS;2041.0;1
279;15900;;;SQUID_INK;SEASHELLS;1856.0;1
280;16000;;;KELP;SEASHELLS;2039.0;9
281;16000;;;SQUID_INK;SEASHELLS;1854.0;9
282;16100;;;JAMS;SEASHELLS;6514.0;9
283;16200;;;KELP;SEASHELLS;2039.0;1
284;16200;;;SQUID_INK;SEASHELLS;1850.0;1
285;16300;;;KELP;SEASHELLS;2040.0;2
286;16300;;;SQUID_INK;SEASHELLS;1849.0;2
287;16400;;;PICNIC_BASKET1;SEASHELLS;58319.0;1
288;16400;;;PICNIC_BASKET2;SEASHELLS;30062.0;6
289;16500;;;RAINFOREST_RESIN;SEASHELLS;9999.0;1
290;16800;;;KELP;SEASHELLS;2041.0;4
292;16900;;;CROISSANTS;SEASHELLS;4236.0;6
293;17000;;;DJEMBES;SEASHELLS;13307.0;2
294;17100;;;KELP;SEASHELLS;2042.0;2
295;17100;;;SQUID_INK;SEASHELLS;1849.0;2
296;17300;;;JAMS;SEASHELLS;6514.0;11
297;17300;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
298;17600;;;CROISSANTS;SEASHELLS;4238.0;6
299;17600;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;158.0;16
300;17600;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;158.0;2
301;17600;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;28.0;16
302;17600;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;28.0;2
303;17600;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;16
304;17600;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;2
305;17600;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;639.0;16
306;17600;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;639.0;2
307;17600;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;390.0;16
308;17600;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;390.0;2
309;17700;;;JAMS;SEASHELLS;6514.0;8
310;17900;;;CROISSANTS;SEASHELLS;4237.0;8
311;17900;;;KELP;SEASHELLS;2040.0;3
312;17900;;;KELP;SEASHELLS;2040.0;1
313;17900;;;KELP;SEASHELLS;2038.0;1
314;17900;;;SQUID_INK;SEASHELLS;1846.0;3
315;17900;;;SQUID_INK;SEASHELLS;1846.0;1
316;17900;;;SQUID_INK;SEASHELLS;1844.0;1
317;18000;;;JAMS;SEASHELLS;6512.0;8
318;18300;;;JAMS;SEASHELLS;6512.0;8
319;18300;;;KELP;SEASHELLS;2040.0;1
320;18300;;;SQUID_INK;SEASHELLS;1847.0;1
321;18400;;;DJEMBES;SEASHELLS;13303.0;7
322;18500;;;RAINFOREST_RESIN;SEASHELLS;9992.0;4
323;18700;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
324;19100;;;CROISSANTS;SEASHELLS;4235.0;5
325;19100;;;JAMS;SEASHELLS;6515.0;5
326;19200;;;JAMS;SEASHELLS;6514.0;3
327;19500;;;SQUID_INK;SEASHELLS;1837.0;1
328;19700;;;RAINFOREST_RESIN;SEASHELLS;10008.0;5
329;19700;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
330;19700;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;159.0;11
331;19700;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;27.0;11
332;19700;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;11
333;19700;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;636.0;11
334;19700;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;388.0;11
335;20200;;;RAINFOREST_RESIN;SEASHELLS;10001.0;1
336;20500;;;JAMS;SEASHELLS;6514.0;10
337;20600;;;KELP;SEASHELLS;2036.0;1
338;20600;;;SQUID_INK;SEASHELLS;1835.0;1
339;20700;;;JAMS;SEASHELLS;6515.0;6
340;20700;;;RAINFOREST_RESIN;SEASHELLS;9992.0;2
341;20800;;;CROISSANTS;SEASHELLS;4236.0;5
342;20900;;;CROISSANTS;SEASHELLS;4236.0;6
343;20900;;;KELP;SEASHELLS;2037.0;1
344;20900;;;SQUID_INK;SEASHELLS;1839.0;11
345;21000;;;RAINFOREST_RESIN;SEASHELLS;9992.0;2
346;21100;;;KELP;SEASHELLS;2037.0;5
347;21100;;;SQUID_INK;SEASHELLS;1840.0;5
348;21300;;;JAMS;SEASHELLS;6513.0;5
349;21500;;;KELP;SEASHELLS;2037.0;1
350;21500;;;RAINFOREST_RESIN;SEASHELLS;10008.0;2
351;21500;;;SQUID_INK;SEASHELLS;1842.0;1
352;21800;;;DJEMBES;SEASHELLS;13305.0;5
353;22000;;;KELP;SEASHELLS;2041.0;15
354;22000;;;SQUID_INK;SEASHELLS;1845.0;15
355;22100;;;RAINFOREST_RESIN;SEASHELLS;9997.0;7
356;22200;;;KELP;SEASHELLS;2041.0;8
358;22200;;;SQUID_INK;SEASHELLS;1846.0;8
359;22200;;;VOLCANIC_ROCK;SEASHELLS;10140.0;6
360;22300;;;CROISSANTS;SEASHELLS;4236.0;10
361;22400;;;KELP;SEASHELLS;2040.0;6
362;22400;;;KELP;SEASHELLS;2040.0;6
363;22400;;;SQUID_INK;SEASHELLS;1845.0;6
364;22400;;;SQUID_INK;SEASHELLS;1845.0;6
365;22500;;;PICNIC_BASKET1;SEASHELLS;58296.0;6
366;22500;;;PICNIC_BASKET2;SEASHELLS;30055.0;6
367;22600;;;KELP;SEASHELLS;2041.0;10
368;22600;;;SQUID_INK;SEASHELLS;1846.0;10
369;22700;;;KELP;SEASHELLS;2040.0;1
370;22700;;;SQUID_INK;SEASHELLS;1847.0;1
371;22700;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;163.0;12
372;22700;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;29.0;12
373;22700;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;12
374;22700;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;642.0;12
375;22700;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;393.0;12
376;22800;;;VOLCANIC_ROCK;SEASHELLS;10141.0;3
377;22900;;;JAMS;SEASHELLS;6512.0;9
378;22900;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;162.0;7
379;22900;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;29.0;7
380;22900;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;7
381;22900;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;641.0;7
382;22900;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;392.0;7
383;23000;;;PICNIC_BASKET1;SEASHELLS;58295.0;1
384;23000;;;PICNIC_BASKET2;SEASHELLS;30059.0;6
385;23000;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;161.0;13
386;23000;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;161.0;1
387;23000;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;29.0;13
388;23000;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;29.0;1
389;23000;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;13
390;23000;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;1
391;23000;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;641.0;13
392;23000;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;641.0;1
393;23000;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;393.0;13
394;23000;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;393.0;1
395;23200;;;CROISSANTS;SEASHELLS;4236.0;7
396;23400;;;CROISSANTS;SEASHELLS;4235.0;8
397;23500;;;CROISSANTS;SEASHELLS;4235.0;8
398;23500;;;DJEMBES;SEASHELLS;13301.0;4
399;23600;;;KELP;SEASHELLS;2038.0;1
400;23600;;;RAINFOREST_RESIN;SEASHELLS;10008.0;1
401;23700;;;CROISSANTS;SEASHELLS;4235.0;8
402;23700;;;DJEMBES;SEASHELLS;13303.0;3
403;23800;;;KELP;SEASHELLS;2041.0;14
404;23800;;;SQUID_INK;SEASHELLS;1849.0;14
405;23900;;;JAMS;SEASHELLS;6510.0;6
406;24200;;;JAMS;SEASHELLS;6512.0;5
407;24300;;;RAINFOREST_RESIN;SEASHELLS;9997.0;7
408;24400;;;KELP;SEASHELLS;2040.0;1
409;24400;;;SQUID_INK;SEASHELLS;1851.0;1
410;24400;;;VOLCANIC_ROCK_VOUCHER_10000;SEASHELLS;164.0;16
411;24400;;;VOLCANIC_ROCK_VOUCHER_10250;SEASHELLS;29.0;16
412;24400;;;VOLCANIC_ROCK_VOUCHER_10500;SEASHELLS;2.0;16
413;24400;;;VOLCANIC_ROCK_VOUCHER_9500;SEASHELLS;642.0;16
414;24400;;;VOLCANIC_ROCK_VOUCHER_9750;SEASHELLS;394.0;16
415;24500;;;KELP;SEASHELLS;2037.0;1
416;24500;;;RAINFOREST_RESIN;SEASHELLS;10008.0;2
417;24500;;;SQUID_INK;SEASHELLS;1848.0;1
418;24600;;;KELP;SEASHELLS;2040.0;1
419;24600;;;RAINFOREST_RESIN;SEASHELLS;10002.0;4
420;24600;;;SQUID_INK;SEASHELLS;1849.0;1
421;24700;;;CROISSANTS;SEASHELLS;4236.0;6
